City,Country,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Montreal,Canada,1976,Rowing,Rowing,"KALLIES, Monika",GDR,#N/D,Women,eight with coxswain (8+),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"KNETSCH-KôPKE, Christiane",GDR,#N/D,Women,eight with coxswain (8+),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"LEHMANN, Helma",GDR,#N/D,Women,eight with coxswain (8+),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"MöLLER, Irina",GDR,#N/D,Women,eight with coxswain (8+),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"RICHTER, Ilona",GDR,#N/D,Women,eight with coxswain (8+),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"WILKE, Marina",GDR,#N/D,Women,eight with coxswain (8+),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"GUZENKO, Olga",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"KOLKOVA, Olga",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"KOZENKOVA, Klavdiya",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"PUGOVSKAYA, Olga",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"ROSHCHINA, Nadezhda",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"ROZGON, Nadezhda",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"TALALAEVA, Lyubov",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"TARAKANOVA, Nelli",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"ZUBKO, Elena",URS,#N/D,Women,eight with coxswain (8+),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"ARNEMANN, Raul",URS,#N/D,Men,four without coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"DOLININ, Valeri",URS,#N/D,Men,four without coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"GASAN-DZHALALOV, Anushavan",URS,#N/D,Men,four without coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"KUZNETSOV, Nikolai",URS,#N/D,Men,four without coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"BRIETZKE, Siegfried",GDR,#N/D,Men,four without coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"DECKER, Andreas",GDR,#N/D,Men,four without coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"MAGER, Wolfgang",GDR,#N/D,Men,four without coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"SEMMLER, Stefan",GDR,#N/D,Men,four without coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"ANDREASSEN, Rolf",NOR,Norway,Men,four without coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"BERGODD, Arne",NOR,Norway,Men,four without coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"NAFSTAD, Ole Sverre",NOR,Norway,Men,four without coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"TVETER, Finn Ivar",NOR,Norway,Men,four without coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"FéRBER, Hans-Johann",FRG,#N/D,Men,four-oared shell with coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"FRICKE, Siegfried",FRG,#N/D,Men,four-oared shell with coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"KUBAIL, Ralph",FRG,#N/D,Men,four-oared shell with coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"NIEHUSEN, Peter",FRG,#N/D,Men,four-oared shell with coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"WENZEL, Hartmut",FRG,#N/D,Men,four-oared shell with coxswain (4-),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"ESHINOV, Vladimir",URS,#N/D,Men,four-oared shell with coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"IVANOV, Nikolai",URS,#N/D,Men,four-oared shell with coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"KLEPIKOV, Aleksandr",URS,#N/D,Men,four-oared shell with coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"KUZNETSOV, Mikhail",URS,#N/D,Men,four-oared shell with coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"LUKYANOV, Aleksandr",URS,#N/D,Men,four-oared shell with coxswain (4-),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"DIESSNER, Ullrich",GDR,#N/D,Men,four-oared shell with coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"DIESSNER, Walter",GDR,#N/D,Men,four-oared shell with coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"KUNZE, RÅdiger",GDR,#N/D,Men,four-oared shell with coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"SCHULZ, Andreas",GDR,#N/D,Men,four-oared shell with coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"THOMAS, Johannes",GDR,#N/D,Men,four-oared shell with coxswain (4-),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"KROKHINA, Lyudmila",URS,#N/D,Women,four-oared shell with coxswain (4-),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"KRYLOVA, Lidiya",URS,#N/D,Women,four-oared shell with coxswain (4-),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"MISHENINA, Galina",URS,#N/D,Women,four-oared shell with coxswain (4-),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"PASOKHA, Anna",URS,#N/D,Women,four-oared shell with coxswain (4-),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"SEVOSTYANOVA, Nadezhda",URS,#N/D,Women,four-oared shell with coxswain (4-),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"HESS, Sabine",GDR,#N/D,Women,four-oared shell with coxswain (4-),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"KURTH, Andrea",GDR,#N/D,Women,four-oared shell with coxswain (4-),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"LOHS-KUHN, Gabriele",GDR,#N/D,Women,four-oared shell with coxswain (4-),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"METZE, Karin",GDR,#N/D,Women,four-oared shell with coxswain (4-),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"SCHWEDE, Bianka",GDR,#N/D,Women,four-oared shell with coxswain (4-),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"GEORGIEVA, Kapka",BUL,Bulgaria,Women,four-oared shell with coxswain (4-),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"GUROVA, Ginka",BUL,Bulgaria,Women,four-oared shell with coxswain (4-),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"MODEVA, Mariika",BUL,Bulgaria,Women,four-oared shell with coxswain (4-),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"VASSEVA, Liliana",BUL,Bulgaria,Women,four-oared shell with coxswain (4-),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"YORDANOVA, Reni",BUL,Bulgaria,Women,four-oared shell with coxswain (4-),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"ECKBAUER-BAUMANN, Edith",FRG,#N/D,Women,pair without coxswain (2-),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"EINôDER-STRAUBE, Thea",FRG,#N/D,Women,pair without coxswain (2-),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"GRUITCHEVA-KUBATOVA, Stoyanka",BUL,Bulgaria,Women,pair without coxswain (2-),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"KELBETCHEVA-BARBULOVA, Siika",BUL,Bulgaria,Women,pair without coxswain (2-),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"DéHNE, Sabine",GDR,#N/D,Women,pair without coxswain (2-),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"NOACK, Angelika",GDR,#N/D,Women,pair without coxswain (2-),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"SVOJANOVSKY, Oldrich",TCH,#N/D,Men,pair-oared shell with coxswain (2+),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"SVOJANOVSKY, Pavel",TCH,#N/D,Men,pair-oared shell with coxswain (2+),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"VEBR, Ludvik",TCH,#N/D,Men,pair-oared shell with coxswain (2+),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"JéHRLING, Harald",GDR,#N/D,Men,pair-oared shell with coxswain (2+),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"SPOHR, Georg",GDR,#N/D,Men,pair-oared shell with coxswain (2+),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"ULRICH, Friedrich-Wilhelm",GDR,#N/D,Men,pair-oared shell with coxswain (2+),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"BEKHTEREV, Dmitri",URS,#N/D,Men,pair-oared shell with coxswain (2+),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"LORENTSON, Yuri",URS,#N/D,Men,pair-oared shell with coxswain (2+),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"SHURKALOV, Yuri",URS,#N/D,Men,pair-oared shell with coxswain (2+),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"AFRASILOAIA, Felicia",ROU,#N/D,Women,quadruple sculls with coxswain (4x),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"GIURCA, Elena",ROU,#N/D,Women,quadruple sculls with coxswain (4x),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"LAZAR, Elisabeta",ROU,#N/D,Women,quadruple sculls with coxswain (4x),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"MICSA-MACOVICIUC, Maria",ROU,#N/D,Women,quadruple sculls with coxswain (4x),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"TUDORAN, Ioana",ROU,#N/D,Women,quadruple sculls with coxswain (4x),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"BORCHMANN, Anke",GDR,#N/D,Women,quadruple sculls with coxswain (4x),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"LAU, Jutta",GDR,#N/D,Women,quadruple sculls with coxswain (4x),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"POLEY, Viola",GDR,#N/D,Women,quadruple sculls with coxswain (4x),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"WEIGELT-BUHR, Liane",GDR,#N/D,Women,quadruple sculls with coxswain (4x),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"ZOBELT, Roswietha",GDR,#N/D,Women,quadruple sculls with coxswain (4x),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"ALEXANDROVA-POPOVA, Larissa",URS,#N/D,Women,quadruple sculls with coxswain (4x),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"BRYUNINA, Mira",URS,#N/D,Women,quadruple sculls with coxswain (4x),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"CHERNYSHOVA, Nadezhda",URS,#N/D,Women,quadruple sculls with coxswain (4x),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"ERMOLAEVA, Galina",URS,#N/D,Women,quadruple sculls with coxswain (4x),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"KONDRASHINA, Anna",URS,#N/D,Women,quadruple sculls with coxswain (4x),Women,Silver
Montreal,Canada,1976,Rowing,Rowing,"HELLEBRAND, Jaroslav",TCH,#N/D,Men,quadruple sculls without coxswain (4x),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"LACINA, Vladek",TCH,#N/D,Men,quadruple sculls without coxswain (4x),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"PECKA, Zdenek",TCH,#N/D,Men,quadruple sculls without coxswain (4x),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"VOCHOSKA, Vaclav",TCH,#N/D,Men,quadruple sculls without coxswain (4x),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"BUSSERT, Karl-Heinz",GDR,#N/D,Men,quadruple sculls without coxswain (4x),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"GöLDENPFENNIG, Wolfgang",GDR,#N/D,Men,quadruple sculls without coxswain (4x),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"REICHE, RÅdiger",GDR,#N/D,Men,quadruple sculls without coxswain (4x),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"WOLFGRAMM, Michael",GDR,#N/D,Men,quadruple sculls without coxswain (4x),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"BUTKUS, Vitautas",URS,#N/D,Men,quadruple sculls without coxswain (4x),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"DULEEV, Evgeni",URS,#N/D,Men,quadruple sculls without coxswain (4x),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"LAZDENIEKS, Aivar",URS,#N/D,Men,quadruple sculls without coxswain (4x),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"YAKIMOV, Yuri",URS,#N/D,Men,quadruple sculls without coxswain (4x),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"DREIFKE, Joachim",GDR,#N/D,Men,single sculls (1x),Men,Bronze
Montreal,Canada,1976,Rowing,Rowing,"KARPPINEN, Pertti",FIN,Finland,Men,single sculls (1x),Men,Gold
Montreal,Canada,1976,Rowing,Rowing,"KOLBE, Peter-Michael",FRG,#N/D,Men,single sculls (1x),Men,Silver
Montreal,Canada,1976,Rowing,Rowing,"ANTONOVA, Elena",URS,#N/D,Women,single sculls (1x),Women,Bronze
Montreal,Canada,1976,Rowing,Rowing,"SCHEIBLICH, Christine",GDR,#N/D,Women,single sculls (1x),Women,Gold
Montreal,Canada,1976,Rowing,Rowing,"LIND, Joan Louise",USA,United States,Women,single sculls (1x),Women,Silver
Montreal,Canada,1976,Sailing,Sailing,"BROWN, Ian",AUS,Australia,Men,470 - Two Person Dinghy,Men,Bronze
Montreal,Canada,1976,Sailing,Sailing,"RUFF, Ian",AUS,Australia,Men,470 - Two Person Dinghy,Men,Bronze
Montreal,Canada,1976,Sailing,Sailing,"BODE, Harro",FRG,#N/D,Men,470 - Two Person Dinghy,Men,Gold
Montreal,Canada,1976,Sailing,Sailing,"HöBNER, Frank",FRG,#N/D,Men,470 - Two Person Dinghy,Men,Gold
Montreal,Canada,1976,Sailing,Sailing,"GOROSTEGUI CEBALLOS, Antonio",ESP,Spain,Men,470 - Two Person Dinghy,Men,Silver
Montreal,Canada,1976,Sailing,Sailing,"MILLET SOLER, Pedro Luis",ESP,Spain,Men,470 - Two Person Dinghy,Men,Silver
Montreal,Canada,1976,Sailing,Sailing,"BELOW, Dieter",GDR,#N/D,Men,fleet/match race keelboat open (Soling),Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"ENGELHARDT, Olaf",GDR,#N/D,Men,fleet/match race keelboat open (Soling),Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"ZACHRIES, Michael",GDR,#N/D,Men,fleet/match race keelboat open (Soling),Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"BANDOLOWSKI, Valdemar",DEN,Denmark,Men,fleet/match race keelboat open (Soling),Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"HANSEN, Erik Hermann",DEN,Denmark,Men,fleet/match race keelboat open (Soling),Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"JENSEN, Poul Richard Hoj",DEN,Denmark,Men,fleet/match race keelboat open (Soling),Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"GLASGOW, Walter Merrill, Jr.",USA,United States,Men,fleet/match race keelboat open (Soling),Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"HOEPFNER, Richard H.",USA,United States,Men,fleet/match race keelboat open (Soling),Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"KOLIUS, John Waldrip",USA,United States,Men,fleet/match race keelboat open (Soling),Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"CONRAD, Reinaldo",BRA,Brazil,Men,flying dutchman,Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"FICKER, Peter",BRA,Brazil,Men,flying dutchman,Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"DIESCH, Eckart",FRG,#N/D,Men,flying dutchman,Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"DIESCH, Jîrg",FRG,#N/D,Men,flying dutchman,Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"BROOKE-HOUGHTON, Julian",GBR,United Kingdom,Men,flying dutchman,Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"PATTISSON, Rodney Stuart",GBR,United Kingdom,Men,flying dutchman,Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"BERTRAND, John Edwin",AUS,Australia,Men,single-handed dinghy (Finn),Men,Bronze
Montreal,Canada,1976,Sailing,Sailing,"SCHöMANN, Jochen",GDR,#N/D,Men,single-handed dinghy (Finn),Men,Gold
Montreal,Canada,1976,Sailing,Sailing,"BALASHOV, Andrei",URS,#N/D,Men,single-handed dinghy (Finn),Men,Silver
Montreal,Canada,1976,Sailing,Sailing,"CONNER, Dennis Walter",USA,United States,Men,tempest,Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"FINDLAY, Conrad Francis",USA,United States,Men,tempest,Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"ALBRECHTSON, John",SWE,Sweden,Men,tempest,Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"HANSSON, Ingvar",SWE,Sweden,Men,tempest,Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"AKIMENKO, Vladislav",URS,#N/D,Men,tempest,Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"MANKIN, Valentyn",URS,#N/D,Men,tempest,Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"SCHMALL, Jîrg",FRG,#N/D,Men,Tornado - Multihull,Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"SPENGLER, Jîrg",FRG,#N/D,Men,Tornado - Multihull,Both,Bronze
Montreal,Canada,1976,Sailing,Sailing,"OSBORN, John",GBR,United Kingdom,Men,Tornado - Multihull,Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"WHITE, Reginald J.",GBR,United Kingdom,Men,Tornado - Multihull,Both,Gold
Montreal,Canada,1976,Sailing,Sailing,"MCFAULL, David Rockwell",USA,United States,Men,Tornado - Multihull,Both,Silver
Montreal,Canada,1976,Sailing,Sailing,"ROTHWELL, Michael Jon",USA,United States,Men,Tornado - Multihull,Both,Silver
Montreal,Canada,1976,Shooting,Shooting,"FERRARIS, Roberto",ITA,Italy,Men,25m rapid fire pistol (60 shots),Both,Bronze
Montreal,Canada,1976,Shooting,Shooting,"KLAAR, Norbert",GDR,#N/D,Men,25m rapid fire pistol (60 shots),Both,Gold
Montreal,Canada,1976,Shooting,Shooting,"WIEFEL, JÅrgen",GDR,#N/D,Men,25m rapid fire pistol (60 shots),Both,Silver
Montreal,Canada,1976,Shooting,Shooting,"DOLLINGER, Rudolf",AUT,Austria,Men,50m pistol (60 shots),Both,Bronze
Montreal,Canada,1976,Shooting,Shooting,"POTTECK, Uwe",GDR,#N/D,Men,50m pistol (60 shots),Both,Gold
Montreal,Canada,1976,Shooting,Shooting,"VOLLMAR, Harald",GDR,#N/D,Men,50m pistol (60 shots),Both,Silver
Montreal,Canada,1976,Shooting,Shooting,"SEIBOLD, Werner",FRG,#N/D,Men,50m rifle 3 positions (3x40 shots),Both,Bronze
Montreal,Canada,1976,Shooting,Shooting,"BASSHAM, Lance Robert",USA,United States,Men,50m rifle 3 positions (3x40 shots),Both,Gold
Montreal,Canada,1976,Shooting,Shooting,"THOMPSON-MURDOCK, Margaret",USA,United States,Women,50m rifle 3 positions (3x40 shots),Both,Silver
Montreal,Canada,1976,Shooting,Shooting,"LUSHCHIKOV, Gennadi",URS,#N/D,Men,50m rifle prone (60 shots),Both,Bronze
Montreal,Canada,1976,Shooting,Shooting,"SMIESZEK, Karlheinz",FRG,#N/D,Men,50m rifle prone (60 shots),Both,Gold
Montreal,Canada,1976,Shooting,Shooting,"LIND, Ulrich",FRG,#N/D,Men,50m rifle prone (60 shots),Both,Silver
Montreal,Canada,1976,Shooting,Shooting,"GRESZKIEWICZ, Jerzy",POL,Poland,Men,50m running target (30+30 shots),Both,Bronze
Montreal,Canada,1976,Shooting,Shooting,"GAZOV, Aleksandr",URS,#N/D,Men,50m running target (30+30 shots),Both,Gold
Montreal,Canada,1976,Shooting,Shooting,"KEDYAROV, Aleksandr",URS,#N/D,Men,50m running target (30+30 shots),Both,Silver
Montreal,Canada,1976,Shooting,Shooting,"GAWLIKOWSKI, Wieslaw",POL,Poland,Men,skeet (125 targets),Both,Bronze
Montreal,Canada,1976,Shooting,Shooting,"PANACEK, Josef",TCH,#N/D,Men,skeet (125 targets),Both,Gold
Montreal,Canada,1976,Shooting,Shooting,"SWINKELS, Eric",NED,Netherlands,Men,skeet (125 targets),Both,Silver
Montreal,Canada,1976,Shooting,Shooting,"BALDI, Ubaldesco",ITA,Italy,Men,trap (125 targets),Both,Bronze
Montreal,Canada,1976,Shooting,Shooting,"HALDEMAN, Donald Stanley",USA,United States,Men,trap (125 targets),Both,Gold
Montreal,Canada,1976,Shooting,Shooting,"MARQUES, Armando Da Silva",POR,Portugal,Men,trap (125 targets),Both,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"FIGUEREDO RICARDO, Alfredo",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"GARCIA CAMPOS, Victor",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"LAPERA SOTOLONGO, Diego",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"MARSHALL STEWARD, Leonel",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"MARTINEZ CORDERO, Lorenzo",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"MARTINEZ HERNANDEZ, Ernesto",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"PEREZ VENTO MACHADO, Jorge",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"RODRIGUEZ AGUIRRE, Antonio",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"SALAS PEREZ, Carlos",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"SARMIENTOS BIOS, Victoriano",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"SAVIGNE SAVIGNE, Jesus",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"VILCHES MORE, Raul",CUB,Cuba,Men,volleyball,Men,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"BEBEL, Bronislaw",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"BOSEK, Ryszard",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"GAWLOWSKI, Wieslaw",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"KARBARZ, Marek",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"LASKO, Lech",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"LUBIEJEWSKI, Zbigniew",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"RYBACZEWSKI, Miroslaw",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"SADALSKI, Wlodzimierz",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"SKOREK, Edward",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"STEFANSKI, Wlodzimierz",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"WOJTOWICZ, Tomasz",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"ZARZYCKI, Zbigniew",POL,Poland,Men,volleyball,Men,Gold
Montreal,Canada,1976,Volleyball,Volleyball,"CHERNYSHEV, Vladimir",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"CHULAK, Yefim",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"DOROKHOV, Vladimir",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"ERMILOV, Aleksandr",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"KONDRA, Vladimir",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"MOLIBOGA, Oleg",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"POLISHCHUK, Anatoli",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"SAVIN, Aleksandr",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"SELIVANOV, Pavel",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"STARUNSKY, Yuri",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"ULANOV, Vladimir",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"ZAITSEV, Viacheslav",URS,#N/D,Men,volleyball,Men,Silver
Montreal,Canada,1976,Volleyball,Volleyball,"BAIK, Myung-Sun",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"BYON, Kyung-Ja",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"CHANG, Hee-Sook",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"JO, Hae-Chung",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"JUNG, Soon-Ok",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"LEE, Soon-Bok",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"LEE, Soon-Ok",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"MA, Kum-Ja",KOR,"Korea, South",Women,volleyball,Women,Bronze
Montreal,Canada,1976,Volleyball,Volleyball,"PARK, Mi-Kum",KOR,"Korea, South",Women,volleyball,Women,Bronze
